Blog	four	looking	second	here	music	until	want	feature	wrong	series	re	wasn	service	needed	project	came	than	release	result	best	asked	much	life	worked	things	had	easy	possible	right	old	people	o	support	call	happy	inside	time	team	love	working	awesome	such	data	years	course	didn	internet	million	quite	open	city	future	san	say	take	ways	going	where	many	wants	photos	technology	being	rest	around	world	favorite	image	her	october	gone	am	original	tv	th	large	small	past	hours	experience	pick	via	company	states	its	always	found	really	research	major	also	play	sometimes	microsoft	set	sex	see	available	last	whole	community	read	recent	person	couple	d	continue	anything	into	link	line	us	ago	having	code	results	try	video	let	great	makes	tools	next	process	high	move	perfect	doing	could	start	system	haven	face	fact	should	hope	means	stuff	edition	email	ve	site	off	less	web	five	become	does	official	chance	worth	announced	above	told	work	interview	after	order	office	them	break	network	created	another	do	away	com	hand	thanks	board	night	comments	post	months	way	update	together	change	live	car	heard	write	product	use	remember	still	now	year	space	shows	care	browser	online	price	only	between	comes	these	media	food	thinking	real	early	using	business	aren	lot	trying	building	since	month	very	learned	family	takes	help	soon	actually	ceo	beyond	event	issue	reason	put	american	mobile	latest	pretty	during	x	close	won	probably	both	else	look	while	used	user	game	popular	run	step	within	doesn	e	go	facebook	michael	click	stage	started	point	links	including	special	keep	exactly	need	able	talk	based	she	written	well	page	twitter	home	he	friends	amp	companies	likely	even	ever	never	tell	give	amazing	answer	before	personal	better	weeks	went	side	mean	content	isn	moving	features	matter	seen	don	m	stop	bar	bad	said	against	appeared	three	make	left	just	human	yes	yet	deal	track	down	weekend	show	finally	did	making	may	man	maybe	nbsp	group	interesting	morning	thing	think	fast	little	anyone	were	especially	enough	black	get	nearly	behind	reading	across	according	mark	those	sound	then	different	pay	same	running	money	either	users	videos	general	again	important	u	public	search	two	share	needs	already	through	good	everyone	house	hard	idea	done	least	part	built	build	tool	most	services	find	please	simply	create	understand	talking	fun	itself	source	big	bit	google	often	back	decision	forward	single	later	control	ll	day	text	value	almost	thought	add	happens	buy	minutes	under	every	school	voice	would	phone	must	me	times	end	over	writing	each	got	free	days	key	top	too	took	though	watch	amazon	report	full	however	news	quickly	several	social	everything	security	why	head	hear	check	no	faster	water	iphone	today	information	name	software	turn	place	coming	released	any	sure	state	review	outside	come	case	myself	someone	week	without	seems	blog	oh	there	longer	program	far	list	design	version	problem	short	might	wouldn	number	feel	says	story	kind	added	nothing	his	hit	him	wrote	art	recently	c	due	questions	customers	question	long	called	once	issues	apple	app	few	women	something	six	instead	looks	our	york	their	which	who	class	local	view	stories	job	gets	other	know	press	because	lead	getting	own	apps	made	whether	book
plasticbag.org	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	1	0	4	0	1	0	0	0	3	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	2	1	5	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	3	3	0	6	0	0	1	1	0	0	1	0	0	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	1	2	0	0	1	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	2	0	2	0	0	1	1	3	0	0	0	0	1	2	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	2	1	1	0	1	0	0	0	3	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0
ThinkProgress	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	4	1	0	0	1	0	1	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	1	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	3	0	2	0	0	1	0	0	0	2	0	0	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	20	0	1	0	4	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	2	1	0	0	0	1	1	0	0	1	0	0	0	0	0	3	0	0	2	0	2	0	0	0	2	0	0	0	0	2	0	0	5	1	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	2	0	5	2	0	2	2	0	0	0	0	3	1	2	0	0	0	0	1	0	3	0	0
blog maverick	0	2	0	2	0	0	0	0	3	0	0	3	1	0	1	0	0	0	0	1	1	1	0	0	2	2	0	0	1	3	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	2	0	2	2	2	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	2	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	2	0	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	2	1	0	6	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	1	0	2	0	0	1	0	0	0	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	4	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	2	0	0	1	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	3	1	0	1	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	3	0	1	0	1	1	0	0	0	1
gapingvoid: "cartoons drawn on the back of business cards"	1	0	0	6	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	6	0	1	0	2	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	2	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	1	0	0	0	0	1	0	0	0	0	1	0	0	4	1	2	3	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	3	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	1	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	1	1	4	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	1	1	1	1	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	2	0	1	0	0	0	2	0	0	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	4
Topix Blog	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	3	0	0	0	3	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	1	3	0	0	1	0	0	1	0	1	0	0	0	3	0	3	0	0	0	0	0	0	2	0	3	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	2	3	0	2	0	0	4	0	0	2	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	2	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	2	0	0	1	1	1	1	0	0	0	0	0	0	0	0	2	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	3	0	0	0	2	1	0	0	0	6	0	3	0	0	0	7	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0
How to Change the World	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	10
43 Folders	5	2	8	28	0	15	26	1	6	0	48	2	3	3	3	1	36	0	2	14	1	37	32	5	55	26	5	5	24	10	54	1	3	3	6	2	46	2	15	7	19	6	3	16	2	8	3	0	5	4	0	8	2	21	10	5	7	20	20	3	0	3	17	0	10	13	10	0	17	3	2	14	2	4	1	3	2	8	4	4	2	1	2	0	9	20	1	77	0	4	27	6	15	0	3	1	18	5	13	4	0	43	2	8	7	45	4	14	21	2	3	21	3	11	1	2	18	14	17	14	5	5	3	2	0	1	2	16	24	11	4	3	5	9	16	20	11	27	2	11	40	2	13	16	10	4	12	5	0	3	5	0	1	6	59	9	10	8	0	22	5	4	0	10	74	7	17	3	13	0	5	0	2	4	36	4	3	13	8	3	2	3	4	11	6	20	41	14	1	0	27	0	1	5	22	3	5	24	2	1	5	19	4	8	8	4	39	10	3	5	2	29	3	4	4	30	5	14	0	2	4	1	5	3	2	1	0	11	2	4	2	10	8	8	7	5	10	6	0	2	2	6	4	2	18	3	21	1	0	2	3	2	21	2	8	5	10	8	21	1	22	2	29	16	24	4	4	6	39	5	11	2	4	50	26	26	17	4	1	2	13	4	27	1	2	4	7	1	0	0	2	8	1	46	47	11	0	6	14	4	0	3	45	2	70	4	13	6	2	0	9	0	4	6	13	11	15	7	14	1	0	2	7	33	31	2	28	14	16	8	15	1	50	5	2	13	0	0	3	27	1	25	7	3	9	4	5	7	5	0	0	10	13	0	1	0	10	4	4	13	7	26	8	2	16	6	10	11	17	2	2	3	41	3	10	16	11	0	14	4	3	6	1	25	7	2	19	25	3	1	6	5	3	37	16	4	3	13	10	1	3	5	7	20	12	0	4	20	1	1	82	3	7	29	4	13	2	8	7	2	2	14	2	2	6	1	0	7	1	1	2	2	1	12	0	32	1	8	2	37	1	5	3	13	6	3	1	5	7	1	1	38	10	0	1	5	5	3	8	7	11	12	2	5	3	33	1	0	7	3	10	3	15	3	16	4	9	7	13	6	9	0	7	28	3	12	2	3	1	0	2	0	3	3	21	3	4	0	1	8	13	0	23	4	4	3	35	1	19	45	70	1	0	4	2	19	13	22	40	0	57	2	11	13	5	28	14	25
Search Engine Watch - Latest	0	0	0	3	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	2	0	8	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	2	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	5	2	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
Autoblog	8	5	4	7	0	3	7	2	2	9	9	2	0	1	2	5	23	1	2	2	1	9	2	0	9	9	2	7	5	9	6	0	1	1	0	0	9	12	1	3	1	4	1	10	7	5	0	0	3	0	16	6	4	2	10	0	6	7	7	2	0	5	10	4	7	8	2	0	3	3	2	0	4	3	3	0	4	3	4	3	1	2	17	4	50	3	4	3	3	2	13	2	0	0	8	0	55	3	14	1	3	7	4	1	1	8	21	5	13	1	4	19	3	1	0	5	1	31	2	2	1	0	15	1	5	4	0	2	14	7	2	3	2	1	2	0	5	1	2	42	11	0	16	6	3	12	1	3	5	1	1	6	2	6	2	1	8	2	0	9	1	0	1	6	8	3	2	2	5	0	0	42	0	1	3	3	2	2	7	22	3	0	4	45	0	14	21	26	1	4	2	0	1	7	18	10	5	10	1	1	0	1	3	2	2	1	4	1	1	1	4	11	0	2	5	1	2	11	3	2	1	2	2	5	4	0	12	2	2	13	1	5	0	3	2	11	19	2	0	0	1	3	0	3	9	2	11	0	1	1	2	1	3	0	4	2	3	1	1	4	0	3	0	0	14	0	0	7	10	2	9	0	3	11	2	5	2	2	0	1	5	0	2	4	0	3	5	0	8	1	0	2	4	6	1	7	0	0	13	1	40	13	9	2	17	0	2	2	3	5	13	4	41	1	5	2	15	3	0	160	4	1	1	4	5	1	4	0	8	3	3	10	11	1	2	23	3	20	2	7	1	5	3	0	5	3	0	1	3	8	4	2	1	0	4	0	15	2	1	10	2	4	0	0	1	0	1	2	6	2	1	0	10	9	7	40	2	2	0	2	3	4	0	7	7	0	2	9	2	3	2	3	5	8	1	0	0	1	1	3	1	0	0	47	2	1	0	28	0	1	2	2	11	17	0	4	2	2	6	2	15	5	2	8	3	0	3	6	7	10	2	0	0	2	0	1	11	2	4	16	4	1	0	4	0	4	0	2	7	3	2	6	4	0	0	1	5	7	0	0	6	2	3	0	1	15	1	7	5	1	9	7	3	2	5	3	5	1	8	2	1	2	1	21	3	2	1	1	3	22	4	3	2	2	8	1	2	0	0	0	7	0	5	4	1	3	68	0	13	26	9	3	2	2	2	1	5	8	4	1	11	2	2	3	2	11	8	0
Daily Kos	1	4	3	18	3	7	10	1	6	2	34	5	1	2	2	6	33	2	4	5	2	24	14	5	8	23	4	6	24	5	37	0	12	1	2	4	29	5	1	10	0	6	1	9	6	12	2	6	0	6	5	4	4	15	10	5	23	17	18	3	1	1	12	5	7	6	2	1	51	7	4	5	2	2	14	2	4	10	2	1	3	5	4	28	17	7	14	15	7	3	25	4	2	0	2	10	11	3	24	2	3	3	8	6	2	9	7	2	16	4	5	18	3	9	3	3	2	4	9	4	3	0	7	0	9	0	2	9	25	2	0	3	3	15	28	2	5	3	3	2	10	0	11	10	0	7	3	6	2	3	7	1	2	2	9	1	15	10	5	23	4	2	3	3	27	6	3	0	3	4	2	3	6	8	15	0	1	16	9	5	2	0	2	3	2	10	28	29	0	5	7	0	4	2	26	10	6	17	8	3	4	6	9	3	12	5	8	6	8	13	15	24	1	7	1	38	3	3	3	1	2	8	8	6	15	1	1	5	12	0	3	6	6	7	3	11	13	5	0	0	5	3	1	0	13	4	14	1	3	3	5	0	10	0	7	2	9	3	16	6	4	3	35	1	10	2	0	8	74	1	2	3	10	21	4	6	0	15	0	5	16	2	14	4	4	5	3	0	5	4	4	5	7	19	16	4	0	16	23	21	3	2	25	5	37	5	2	7	4	1	12	3	20	5	20	5	11	6	3	16	13	0	5	10	19	2	8	1	27	1	7	24	28	3	2	2	3	8	5	21	1	9	5	6	18	8	9	1	0	0	5	6	10	7	7	2	20	1	5	13	16	19	4	14	9	3	4	7	12	0	1	0	12	4	9	15	2	1	1	5	1	1	3	11	4	1	2	20	10	2	3	1	11	10	16	2	1	0	1	0	1	0	0	8	13	16	5	33	1	1	15	20	2	12	0	4	11	4	4	4	5	8	6	9	1	0	12	3	5	18	2	1	5	5	5	19	3	2	2	30	0	6	0	28	3	1	0	4	8	4	8	23	4	47	7	1	10	8	2	5	11	4	8	1	3	37	2	7	7	8	1	2	6	4	14	1	4	2	10	5	5	4	5	53	3	11	2	1	1	7	2	2	1	7	11	3	5	9	3	2	12	33	16	6	3	2	29	11	39	24	58	4	7	1	1	8	4	29	15	5	22	11	12	3	0	10	6	1
Google Blogoscoped	0	0	1	2	0	0	2	2	1	0	5	0	6	1	0	0	1	2	0	4	1	4	0	0	1	3	1	1	1	0	3	0	0	0	0	0	4	0	2	2	0	0	0	1	0	0	0	0	0	2	0	1	0	0	1	0	2	1	0	0	0	1	0	0	2	1	0	0	0	1	0	1	0	0	0	0	1	2	0	0	1	2	0	0	1	2	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	2	0	0	0	2	0	0	3	1	0	1	1	0	0	1	0	0	2	0	1	0	1	2	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	4	4	0	1	4	3	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	2	3	0	0	1	1	0	0	1	2	0	1	0	1	1	1	1	0	0	0	3	0	0	4	0	0	0	0	2	1	0	2	0	1	1	0	1	1	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	2	2	1	1	2	2	2	0	1	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	2	0	0	1	0	0	2	0	0	1	2	1	0	0	1	4	0	1	0	0	0	3	0	0	0	0	1	1	0	0	1	0	0	1	0	4	2	0	1	0	2	0	0	0	3	1	6	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	7	0	0	1	0	1	0	1	1	1	0	0	5	0	0	1	2	0	0	3	2	3	2	0	1	0	0	0	0	0	1	0	0	0	0	1	3	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	3	1	3	0	0	1	0	0	1	0	4	0	0	28	1	3	0	0	1	2	0	6	3	1	0	0	0	3	2	0	0	0	1	0	0	11	4	0	4	1	0	1	0	3	0	2	0	0	1	2	1	3	0	0	0	2	0	1	1	1	0	0	0	0	0	1	0	6	0	0	1	1	0	2	0	0	2	0	0	3	0	0	0	0	1	1	0	1	0	0	0	1	1	5	1	0	0	1	1	0	0	0	0	2	5	1	1	0	0	1	0	1	1	0	0	0	0	0	0	2	0	4	1	1	1	0	0	4	1	0	2	0	0	0	3	0	4	5	5	0	0	2	0	0	0	4	2	1	5	0	0	0	6	2	1	0
